arm,run,engine_rank,engine_port,series,minute,value
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.3373,273.7992
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.3540,278.7947
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.3706,287.1913
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.3873,290.5979
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.4040,285.4078
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.4206,284.7988
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.4373,281.8050
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.4540,276.2079
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.4706,270.2112
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.4873,276.1814
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.5040,281.9893
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.5206,276.6177
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.5373,268.6182
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.5540,264.6070
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.5706,267.9880
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.5873,269.7975
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.6040,266.8102
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.6206,266.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.6373,260.4187
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.6540,258.2027
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.6706,256.4056
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.6873,264.7685
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.7040,265.4059
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.7206,265.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.7373,265.7970
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.7540,268.3907
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.7706,259.4381
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.7873,250.6271
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.8040,256.9650
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.8206,265.3715
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.8373,264.6109
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.8540,258.4259
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.8706,251.4264
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.8873,257.1630
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.9040,255.0212
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.9206,252.4086
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.9373,261.5474
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.9540,268.7733
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.9706,278.7503
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,43.9873,280.2046
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.0040,272.8420
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.0206,265.4331
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.0373,262.4096
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.0540,262.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.0706,258.8198
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.0873,264.3601
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.1040,264.4101
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.1206,260.8204
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.1373,254.4363
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.1540,259.3580
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.1706,257.8213
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.1873,249.0539
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.2040,256.5345
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.2206,263.7669
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.2373,265.7944
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.2540,269.1773
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.2706,262.8516
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.2873,257.8232
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.3040,252.2352
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.3206,240.6771
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.3373,241.1761
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.3540,244.3819
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.3706,241.0305
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.3873,233.6494
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.4040,227.2374
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.4206,223.6189
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.4373,226.1745
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.4540,218.2709
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.4706,208.8586
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.4873,197.4789
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.5040,182.3062
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.5206,184.5531
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.5373,173.3084
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.5540,166.0342
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.5706,162.6207
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.5873,161.2070
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.6040,161.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.6206,153.8639
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.6373,145.6573
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.6540,133.6940
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.6706,138.9270
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.6873,137.0369
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.7040,128.8669
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.7206,122.2451
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.7373,118.6227
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.7540,106.9070
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.7706,97.6617
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.7873,96.7922
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.8040,99.3765
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.8206,95.2475
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.8373,97.1681
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.8540,91.6644
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.8706,91.5838
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.8873,93.5836
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.9040,88.4578
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.9206,83.8333
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.9373,81.4169
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.9540,82.5829
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.9706,81.4172
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,44.9873,78.6260
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.0040,70.0875
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.0206,64.8353
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.0373,57.6711
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.0540,52.0448
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.0706,46.2542
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.0873,48.1636
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.1040,48.2092
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.1206,48.7908
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.1373,57.6976
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.1540,71.8593
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.1706,85.2772
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.1873,88.7905
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.2040,85.8383
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.2206,85.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.2373,82.6291
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.2540,89.9026
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.2706,97.5314
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.2873,92.6790
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.3040,86.2597
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.3206,83.4200
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.3373,84.5799
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.3540,91.3192
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.3706,100.1085
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.3873,98.0512
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.4040,88.3133
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.4206,81.2622
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.4373,76.0522
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.4540,69.4735
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.4706,69.5789
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.4873,66.8425
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.5040,69.9465
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.5206,71.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.5373,65.4758
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.5540,66.3673
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.5706,69.3671
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.5873,71.5779
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.6040,69.6333
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.6206,64.2671
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.6373,61.4225
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.6540,57.8453
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.6706,53.8455
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.6873,46.6916
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.7040,41.0576
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.7206,47.0958
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.7373,62.4019
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.7540,70.7297
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.7706,80.6704
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.7873,81.4237
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.8040,81.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.8206,77.8479
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.8373,77.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.8540,80.9395
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.8706,85.9391
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.8873,87.7878
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.9040,93.5138
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.9206,89.4867
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.9373,88.7875
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.9540,92.9374
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.9706,92.4252
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,45.9873,90.4253
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.0040,85.2763
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.0206,81.6383
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.0373,83.3614
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.0540,85.5742
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.0706,89.1481
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.0873,90.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.1040,86.8524
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.1206,89.9341
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.1373,88.6397
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.1540,88.7867
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.1706,93.7197
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.1873,95.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.2040,101.2918
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.2206,109.2912
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.2373,111.7863
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.2540,116.7176
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.2706,125.8620
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.2873,135.8613
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.3040,140.3582
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.3206,135.4978
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.3373,132.4281
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.3540,133.5718
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.3706,141.0725
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.3873,141.4285
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.4040,136.2858
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.4206,135.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.4373,138.9278
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.4540,140.7855
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.4706,144.9272
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.4873,147.5707
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.5040,158.9942
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.5206,165.1409
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.5373,173.0664
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.5540,178.1404
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.5706,181.3551
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.5873,186.7097
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.6040,190.3546
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.6206,194.9241
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.6373,198.3542
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.6540,202.1387
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.6706,200.6462
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.6873,204.7073
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.7040,206.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.7206,206.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.7373,203.6470
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.7540,206.1370
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.7706,210.1367
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.7873,217.2729
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.8040,219.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.8206,222.1358
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.8373,226.9194
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.8540,227.2162
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.8706,232.4863
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.8873,237.1347
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.9040,234.8661
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.9206,237.9168
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.9373,239.7833
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.9540,241.5665
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.9706,245.9158
Llumnix SLO,260831_2346_exp109r1_slot75_shift,1,8000,running_batch_requests,46.9873,252.4817
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.0040,64.8222
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.0206,66.9447
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.0373,68.8503
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.0540,69.6826
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.0706,70.0358
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.0873,71.8621
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.1040,73.2854
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.1206,73.6334
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.1373,73.6072
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.1540,75.5081
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.1706,76.7853
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.1873,76.5712
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.2040,75.5446
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.2206,77.3234
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.2373,79.3200
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.2540,81.6879
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.2706,81.5760
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.2873,83.1187
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.3040,84.6176
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.3206,86.8438
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.3373,89.0940
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.3540,90.6934
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.3706,91.3576
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.3873,92.9017
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.4040,93.6959
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.4206,95.2613
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.4373,96.4690
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.4540,98.0077
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.4706,98.5648
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.4873,99.1489
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.5040,99.8720
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.5206,99.8693
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.5373,99.7178
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.5540,99.5900
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.5706,99.3103
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.5873,99.6138
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.6040,99.8964
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.6206,99.5088
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.6373,98.9678
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.6540,99.6731
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.6706,99.8245
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.6873,98.6876
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.7040,99.0384
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.7206,99.5669
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.7373,98.9626
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.7540,99.7576
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.7706,99.3119
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.7873,99.3400
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.8040,99.5518
Llumnix SLO,260831_2346_exp109r1_slot75_shift,2,8002,kv_cache_usage_pct,35.8206,95.2151
