arm,engine_rank,minute,attributed_pct,late_share_run_pct,resident_chat_ontime,share_chat_ontime_pct,resident_chat_late,share_chat_late_pct,resident_deepresearch_ontime,share_deepresearch_ontime_pct,resident_deepresearch_late,share_deepresearch_late_pct,resident_swe_ontime,share_swe_ontime_pct,resident_swe_late,share_swe_late_pct,resident_total,unit
Llumnix SLO,2,27.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,122.8227,60.1246,81.4576,39.8754,0.0000,0.0000,0.0000,0.0000,204.2803,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,28.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,119.1883,61.7698,73.2356,37.9546,0.0000,0.0000,0.5319,0.2757,192.9558,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,29.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,138.5129,70.7521,56.7891,29.0078,0.0000,0.0000,0.4702,0.2402,195.7722,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,30.0000,100.0000,37.8400,10.0634,6.3712,10.4190,6.5964,97.3117,61.6088,32.0542,20.2937,8.1028,5.1300,0.0000,0.0000,157.9511,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,31.0000,100.0000,37.8400,47.7122,31.7587,27.0614,18.0129,59.0697,39.3186,2.0274,1.3495,14.3629,9.5604,0.0000,0.0000,150.2335,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,32.0000,100.0000,37.8400,73.2132,55.8964,2.2087,1.6863,47.0238,35.9015,0.0000,0.0000,8.5345,6.5159,0.0000,0.0000,130.9803,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,33.0000,100.0000,37.8400,80.3529,52.3771,26.0332,16.9694,35.9582,23.4389,0.0000,0.0000,10.4686,6.8238,0.5995,0.3908,153.4124,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,34.0000,100.0000,37.8400,45.1135,15.6054,137.2843,47.4885,83.3646,28.8369,0.0000,0.0000,18.7802,6.4963,4.5472,1.5729,289.0898,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,35.0000,100.0000,37.8400,25.0249,9.8462,97.7833,38.4735,111.6730,43.9385,0.0000,0.0000,19.6766,7.7419,0.0000,0.0000,254.1579,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,36.0000,100.0000,37.8400,19.6764,8.8557,69.0751,31.0886,96.7591,43.5483,0.0000,0.0000,35.0723,15.7850,1.6052,0.7225,222.1880,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,37.0000,100.0000,37.8400,30.6681,9.4693,172.6188,53.2989,81.7546,25.2431,0.0000,0.0000,33.7011,10.4058,5.1267,1.5829,323.8693,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,38.0000,100.0000,37.8400,22.7439,9.1358,97.8203,39.2926,104.5733,42.0052,0.0000,0.0000,22.7599,9.1422,1.0560,0.4242,248.9534,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,39.0000,100.0000,37.8400,40.8131,10.5258,243.8926,62.9003,78.2702,20.1860,0.0000,0.0000,17.2350,4.4449,7.5337,1.9430,387.7446,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,40.0000,100.0000,37.8400,63.0142,19.0498,180.3378,54.5180,69.0846,20.8850,0.0000,0.0000,14.7985,4.4737,3.5508,1.0734,330.7860,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,41.0000,100.0000,37.8400,89.9694,52.2871,26.6670,15.4979,43.8082,25.4598,0.0000,0.0000,10.9950,6.3899,0.6285,0.3652,172.0681,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,42.0000,100.0000,37.8400,64.1329,26.8244,90.7626,37.9627,64.1057,26.8131,0.0000,0.0000,19.9085,8.3270,0.1742,0.0729,239.0840,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,43.0000,100.0000,37.8400,76.6084,41.0732,40.5969,21.7658,57.8744,31.0291,0.0000,0.0000,11.2874,6.0517,0.1496,0.0802,186.5167,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,44.0000,100.0000,37.8400,56.7572,65.8560,2.1215,2.4616,20.7084,24.0282,0.0000,0.0000,6.5966,7.6541,0.0000,0.0000,86.1838,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,45.0000,100.0000,37.8400,50.6922,26.5682,59.8399,31.3626,65.9228,34.5507,0.0000,0.0000,14.3428,7.5172,0.0025,0.0013,190.8002,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,46.0000,100.0000,37.8400,16.2165,7.0397,57.0023,24.7451,129.7406,56.3213,0.0000,0.0000,21.9737,9.5389,5.4250,2.3550,230.3581,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,47.0000,100.0000,37.8400,0.4342,0.2434,5.1962,2.9132,129.0894,72.3723,1.1173,0.6264,15.3734,8.6189,27.1582,15.2259,178.3687,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,48.0000,100.0000,37.8400,0.0628,0.0354,1.9717,1.1120,135.6988,76.5286,17.6287,9.9419,0.5594,0.3155,21.3962,12.0666,177.3177,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,49.0000,100.0000,37.8400,0.0508,0.0247,0.9525,0.4636,139.6293,67.9616,63.5018,30.9082,0.0000,0.0000,1.3187,0.6419,205.4531,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,50.0000,100.0000,37.8400,0.0282,0.0126,0.5259,0.2346,137.8454,61.5000,85.7394,38.2528,0.0000,0.0000,0.0000,0.0000,224.1389,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,51.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,138.3060,57.7630,101.1312,42.2370,0.0000,0.0000,0.0000,0.0000,239.4371,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,52.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,139.9481,57.7702,102.3017,42.2298,0.0000,0.0000,0.0000,0.0000,242.2499,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,53.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,147.6395,59.5362,100.3430,40.4638,0.0000,0.0000,0.0000,0.0000,247.9825,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,54.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,143.2415,60.3729,94.0197,39.6271,0.0000,0.0000,0.0000,0.0000,237.2612,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,55.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,134.8918,60.6838,87.3947,39.3162,0.0000,0.0000,0.0000,0.0000,222.2864,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,56.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,128.6991,62.0770,78.6226,37.9230,0.0000,0.0000,0.0000,0.0000,207.3217,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,57.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,136.0350,63.5071,78.1692,36.4929,0.0000,0.0000,0.0000,0.0000,214.2042,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,58.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,130.7458,63.0319,76.6821,36.9681,0.0000,0.0000,0.0000,0.0000,207.4278,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,59.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,103.5248,61.7855,61.9516,36.9738,0.0000,0.0000,2.0788,1.2406,167.5552,mean concurrently resident requests in a 60 s window
Llumnix SLO,2,60.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,0.0785,51.6164,0.0713,46.8726,0.0000,0.0000,0.0023,1.5110,0.1521,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,0.0000,100.0000,37.8400,21.4497,81.8214,0.0000,0.0000,3.9829,15.1929,0.0000,0.0000,0.7827,2.9857,0.0000,0.0000,26.2153,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,1.0000,100.0000,37.8400,23.9874,88.2561,0.0000,0.0000,2.5350,9.3271,0.0000,0.0000,0.6569,2.4168,0.0000,0.0000,27.1793,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,2.0000,100.0000,37.8400,21.0037,84.2007,0.0000,0.0000,3.6348,14.5716,0.0000,0.0000,0.3063,1.2277,0.0000,0.0000,24.9448,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,3.0000,100.0000,37.8400,25.9716,87.8516,0.0000,0.0000,2.7585,9.3310,0.0000,0.0000,0.8329,2.8174,0.0000,0.0000,29.5631,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,4.0000,100.0000,37.8400,62.5899,87.3644,0.3308,0.4618,7.2693,10.1466,0.0000,0.0000,1.4523,2.0271,0.0000,0.0000,71.6423,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,5.0000,100.0000,37.8400,161.7805,76.4148,21.3101,10.0656,19.8426,9.3724,0.0000,0.0000,8.7803,4.1473,0.0000,0.0000,211.7136,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,6.0000,100.0000,37.8400,157.2820,52.8019,105.1208,35.2906,30.0808,10.0986,0.0000,0.0000,5.3885,1.8090,0.0000,0.0000,297.8722,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,7.0000,100.0000,37.8400,116.9711,36.4639,167.5774,52.2396,30.3792,9.4702,0.0000,0.0000,5.8583,1.8262,0.0000,0.0000,320.7860,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,8.0000,100.0000,37.8400,101.6860,27.7820,221.4792,60.5110,35.2803,9.6390,0.0000,0.0000,7.1579,1.9556,0.4112,0.1123,366.0146,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,9.0000,100.0000,37.8400,107.8196,29.9133,209.4452,58.1081,34.4676,9.5626,0.0000,0.0000,8.3835,2.3259,0.3250,0.0902,360.4408,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,10.0000,100.0000,37.8400,87.7735,64.5557,24.6316,18.1161,20.3943,14.9996,0.0000,0.0000,3.1661,2.3286,0.0000,0.0000,135.9656,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,11.0000,100.0000,37.8400,67.1281,90.2051,1.1442,1.5375,5.7299,7.6998,0.0000,0.0000,0.4150,0.5576,0.0000,0.0000,74.4172,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,12.0000,100.0000,37.8400,89.1596,86.0775,0.0000,0.0000,11.5528,11.1534,0.0000,0.0000,2.8683,2.7691,0.0000,0.0000,103.5807,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,13.0000,100.0000,37.8400,53.2382,87.1172,0.0000,0.0000,6.1030,9.9867,0.0000,0.0000,1.7699,2.8962,0.0000,0.0000,61.1110,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,14.0000,100.0000,37.8400,32.7863,82.6273,0.1308,0.3296,5.6965,14.3561,0.0000,0.0000,1.0662,2.6870,0.0000,0.0000,39.6798,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,15.0000,100.0000,37.8400,14.1541,10.2344,12.9381,9.3552,45.2942,32.7510,7.1666,5.1820,15.1453,10.9512,43.6004,31.5263,138.2987,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,16.0000,100.0000,37.8400,0.4760,0.2393,3.5552,1.7876,121.7664,61.2251,43.3840,21.8138,5.9447,2.9891,23.7568,11.9451,198.8831,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,17.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,126.2136,67.7489,58.7499,31.5357,1.0000,0.5368,0.3326,0.1785,186.2961,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,18.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,136.6381,70.8909,55.1060,28.5902,1.0000,0.5188,0.0000,0.0000,192.7441,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,19.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,125.9246,61.5249,77.7480,37.9865,1.0000,0.4886,0.0000,0.0000,204.6725,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,20.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,121.0648,54.9300,98.7467,44.8037,0.5869,0.2663,0.0000,0.0000,220.3984,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,21.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,137.8935,58.6426,97.2485,41.3574,0.0000,0.0000,0.0000,0.0000,235.1420,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,22.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,134.3396,59.7863,90.3601,40.2137,0.0000,0.0000,0.0000,0.0000,224.6997,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,23.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,135.4980,61.5000,84.8239,38.5000,0.0000,0.0000,0.0000,0.0000,220.3219,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,24.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,122.0103,57.8496,84.2847,39.9625,0.0000,0.0000,4.6146,2.1879,210.9096,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,25.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,63.4614,29.2547,36.8229,16.9748,0.0228,0.0105,116.6200,53.7600,216.9272,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,26.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,25.2568,11.3006,15.8008,7.0697,0.0000,0.0000,182.4421,81.6297,223.4998,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,27.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,72.3726,34.9676,32.5353,15.7198,0.0000,0.0000,102.0626,49.3126,206.9705,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,28.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,100.1939,49.5914,65.8685,32.6019,0.1231,0.0609,35.8536,17.7459,202.0390,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,29.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,33.9552,16.8114,35.5681,17.6100,24.7152,12.2367,107.7381,53.3419,201.9766,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,30.0000,100.0000,37.8400,54.3382,23.9414,66.2052,29.1700,48.4870,21.3634,1.9559,0.8618,47.2325,20.8107,8.7442,3.8527,226.9630,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,31.0000,100.0000,37.8400,95.9247,37.3807,85.1658,33.1880,58.6397,22.8512,0.0000,0.0000,16.1019,6.2747,0.7838,0.3054,256.6159,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,32.0000,100.0000,37.8400,87.3266,56.5911,10.5267,6.8217,47.4796,30.7687,0.0000,0.0000,8.1948,5.3106,0.7838,0.5079,154.3116,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,33.0000,100.0000,37.8400,64.9669,45.9948,28.5130,20.1865,38.6492,27.3626,0.0000,0.0000,8.4526,5.9842,0.6665,0.4719,141.2483,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,34.0000,100.0000,37.8400,39.5993,15.1244,121.4503,46.3861,80.7280,30.8328,0.0049,0.0019,13.1207,5.0113,6.9216,2.6436,261.8248,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,35.0000,100.0000,37.8400,2.8747,1.6613,23.4659,13.5608,107.7872,62.2896,0.4933,0.2851,15.4510,8.9290,22.9700,13.2742,173.0421,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,36.0000,100.0000,37.8400,0.5716,0.3410,5.7675,3.4404,122.3425,72.9800,12.5498,7.4863,0.1510,0.0901,26.2559,15.6622,167.6384,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,37.0000,100.0000,37.8400,0.2833,0.1688,4.6242,2.7542,107.7837,64.1954,15.0838,8.9839,0.6993,0.4165,39.4249,23.4813,167.8993,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,38.0000,100.0000,37.8400,0.3438,0.2193,3.6704,2.3416,82.2964,52.5036,2.9553,1.8854,24.2680,15.4826,43.2103,27.5674,156.7443,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,39.0000,100.0000,37.8400,7.0374,4.1577,28.0258,16.5575,79.9545,47.2369,0.1506,0.0890,34.7658,20.5395,19.3289,11.4195,169.2631,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,40.0000,100.0000,37.8400,21.0683,13.6927,33.1662,21.5554,64.4436,41.8832,0.0000,0.0000,31.0256,20.1642,4.1611,2.7044,153.8648,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,41.0000,100.0000,37.8400,52.4458,43.2768,18.2459,15.0560,38.1822,31.5068,0.0000,0.0000,12.2261,10.0886,0.0870,0.0718,121.1870,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,42.0000,100.0000,37.8400,64.4084,27.3617,86.5423,36.7646,62.9427,26.7391,0.0000,0.0000,21.5025,9.1346,0.0000,0.0000,235.3960,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,43.0000,100.0000,37.8400,76.4042,39.1966,51.8671,26.6087,52.5914,26.9803,0.0000,0.0000,14.0626,7.2144,0.0000,0.0000,194.9254,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,44.0000,100.0000,37.8400,53.6622,62.3363,2.9368,3.4115,23.4089,27.1928,0.0000,0.0000,6.0771,7.0594,0.0000,0.0000,86.0850,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,45.0000,100.0000,37.8400,50.4956,30.1107,47.3314,28.2239,59.2693,35.3425,0.0000,0.0000,9.7487,5.8132,0.8549,0.5098,167.6999,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,46.0000,100.0000,37.8400,17.9127,8.6508,41.6739,20.1261,117.1676,56.5853,4.0476,1.9548,14.1406,6.8291,12.1212,5.8538,207.0636,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,47.0000,100.0000,37.8400,0.6107,0.3286,1.8957,1.0202,143.6207,77.2913,33.4303,17.9909,0.5851,0.3149,5.6750,3.0541,185.8175,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,48.0000,100.0000,37.8400,0.0000,0.0000,2.1578,1.1556,124.1903,66.5066,45.2330,24.2232,1.6505,0.8839,13.5022,7.2307,186.7338,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,49.0000,100.0000,37.8400,0.0000,0.0000,0.3311,0.1636,137.6141,68.0105,60.0310,29.6680,0.4104,0.2028,3.9560,1.9551,202.3426,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,50.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,131.6293,58.4621,92.8445,41.2361,0.2578,0.1145,0.4217,0.1873,225.1532,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,51.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,128.9732,53.8244,110.6455,46.1756,0.0000,0.0000,0.0000,0.0000,239.6187,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,52.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,134.3463,55.5779,107.3800,44.4221,0.0000,0.0000,0.0000,0.0000,241.7263,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,53.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,141.0405,57.1683,105.6705,42.8317,0.0000,0.0000,0.0000,0.0000,246.7110,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,54.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,141.6111,59.5675,96.1210,40.4325,0.0000,0.0000,0.0000,0.0000,237.7322,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,55.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,131.2902,58.9734,91.3360,41.0266,0.0000,0.0000,0.0000,0.0000,222.6262,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,56.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,133.5291,64.3091,74.1075,35.6909,0.0000,0.0000,0.0000,0.0000,207.6366,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,57.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,138.3864,64.2195,77.1032,35.7805,0.0000,0.0000,0.0000,0.0000,215.4896,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,58.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,130.9727,63.1164,74.9834,36.1349,0.0000,0.0000,1.5538,0.7488,207.5099,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,59.0000,100.0000,37.8400,5.8622,3.3891,16.2866,9.4156,98.0515,56.6855,36.0379,20.8342,3.0099,1.7401,13.7266,7.9356,172.9746,mean concurrently resident requests in a 60 s window
Llumnix SLO,3,60.0000,100.0000,37.8400,0.0169,10.0190,0.0402,23.7560,0.0727,42.9676,0.0241,14.2372,0.0026,1.5581,0.0126,7.4620,0.1691,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,0.0000,100.0000,37.8400,21.4875,90.6214,0.0000,0.0000,2.2238,9.3786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.7113,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,1.0000,100.0000,37.8400,24.1699,87.9340,0.0000,0.0000,2.9096,10.5855,0.0000,0.0000,0.4069,1.4805,0.0000,0.0000,27.4864,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,2.0000,100.0000,37.8400,22.4785,90.5211,0.0000,0.0000,1.8343,7.3869,0.0000,0.0000,0.5195,2.0920,0.0000,0.0000,24.8323,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,3.0000,100.0000,37.8400,25.6077,85.1256,0.0000,0.0000,3.5009,11.6376,0.0000,0.0000,0.9737,3.2367,0.0000,0.0000,30.0822,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,4.0000,100.0000,37.8400,63.7035,87.6790,0.1453,0.2000,7.6713,10.5584,0.0000,0.0000,1.1353,1.5625,0.0000,0.0000,72.6554,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,5.0000,100.0000,37.8400,157.6314,72.4570,38.4347,17.6669,17.3783,7.9881,0.0000,0.0000,4.1073,1.8880,0.0000,0.0000,217.5516,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,6.0000,100.0000,37.8400,116.3494,40.3562,131.8681,45.7389,28.1189,9.7531,0.0000,0.0000,11.9695,4.1517,0.0000,0.0000,288.3059,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,7.0000,100.0000,37.8400,112.7488,35.4052,169.0824,53.0950,27.7368,8.7099,0.0000,0.0000,8.8845,2.7899,0.0000,0.0000,318.4525,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,8.0000,100.0000,37.8400,104.8520,28.5923,219.2098,59.7768,31.7665,8.6625,0.0000,0.0000,10.8854,2.9684,0.0000,0.0000,366.7137,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,9.0000,100.0000,37.8400,107.3061,29.5943,210.5244,58.0613,37.2231,10.2659,0.0000,0.0000,7.5365,2.0785,0.0000,0.0000,362.5902,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,10.0000,100.0000,37.8400,91.8619,66.8788,25.6512,18.6750,15.9777,11.6324,0.0000,0.0000,3.8649,2.8138,0.0000,0.0000,137.3557,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,11.0000,100.0000,37.8400,61.5269,87.5941,0.3322,0.4730,6.3741,9.0746,0.0000,0.0000,2.0077,2.8583,0.0000,0.0000,70.2409,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,12.0000,100.0000,37.8400,92.6459,89.0604,0.0017,0.0017,8.8437,8.5015,0.0000,0.0000,2.5346,2.4365,0.0000,0.0000,104.0260,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,13.0000,100.0000,37.8400,52.1888,85.6197,0.0000,0.0000,7.0778,11.6117,0.0000,0.0000,1.6876,2.7686,0.0000,0.0000,60.9542,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,14.0000,100.0000,37.8400,34.4890,87.1687,0.7113,1.7977,3.1623,7.9924,0.0000,0.0000,1.1984,3.0288,0.0049,0.0123,39.5658,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,15.0000,100.0000,37.8400,17.9752,11.1737,39.3546,24.4637,59.0652,36.7162,0.4377,0.2721,22.7435,14.1379,21.2934,13.2365,160.8696,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,16.0000,100.0000,37.8400,1.8034,0.8876,13.6272,6.7071,133.3745,65.6447,31.5003,15.5039,8.6727,4.2686,14.1982,6.9881,203.1763,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,17.0000,100.0000,37.8400,0.6682,0.3607,2.3389,1.2624,126.1605,68.0971,45.1663,24.3792,0.6281,0.3390,10.3036,5.5615,185.2656,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,18.0000,100.0000,37.8400,0.3721,0.1919,0.5801,0.2991,139.9200,72.1528,53.0002,27.3307,0.0000,0.0000,0.0494,0.0255,193.9217,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,19.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,134.4318,66.0126,69.2139,33.9874,0.0000,0.0000,0.0000,0.0000,203.6457,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,20.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,143.5908,65.4043,75.9526,34.5957,0.0000,0.0000,0.0000,0.0000,219.5434,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,21.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,146.9276,62.3016,88.9050,37.6984,0.0000,0.0000,0.0000,0.0000,235.8327,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,22.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,140.4138,62.6945,83.5514,37.3055,0.0000,0.0000,0.0000,0.0000,223.9652,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,23.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,144.8781,66.2438,73.8264,33.7562,0.0000,0.0000,0.0000,0.0000,218.7045,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,24.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,134.4513,64.6282,72.3197,34.7627,0.0000,0.0000,1.2672,0.6091,208.0382,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,25.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,99.4679,49.4704,42.0342,20.9057,0.0000,0.0000,59.5634,29.6239,201.0655,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,26.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,93.6255,45.3708,30.8891,14.9688,0.0000,0.0000,81.8416,39.6604,206.3561,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,27.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,139.7829,68.2281,62.0723,30.2975,0.0000,0.0000,3.0206,1.4744,204.8757,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,28.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,122.5927,63.4198,66.2926,34.2945,0.0000,0.0000,4.4183,2.2857,193.3036,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,29.0000,100.0000,37.8400,0.0000,0.0000,0.0000,0.0000,142.6826,72.7623,50.4571,25.7311,0.1705,0.0870,2.7838,1.4196,196.0940,mean concurrently resident requests in a 60 s window
Llumnix SLO,4,30.0000,100.0000,37.8400,23.8106,13.8352,8.6569,5.0301,103.8153,60.3218,27.5996,16.0367,6.2217,3.6151,1.9983,1.1611,172.1024,mean concurrently resident requests in a 60 s window
