panel,series,x_hours,value,bin_minutes,source
a,arrival_rate_norm,17.65000,0.34512,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.66667,0.34888,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.68333,0.36092,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.70000,0.37584,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.71667,0.38192,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.73333,0.32269,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.75000,0.40413,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.76667,0.39960,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.78333,0.37916,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.80000,0.37330,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.81667,0.37684,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.83333,0.39839,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.85000,0.41430,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.86667,0.39629,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.88333,0.41132,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.90000,0.40446,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.91667,0.39596,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.93333,0.36468,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.95000,0.40590,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.96667,0.39165,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,17.98333,0.38225,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.00000,0.38966,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.01667,0.39783,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.03333,0.40579,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.05000,0.41419,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.06667,0.39662,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.08333,0.38402,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.10000,0.39408,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.11667,0.40911,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.13333,0.38280,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.15000,0.37695,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.16667,0.38723,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.18333,0.39817,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.20000,0.39098,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.21667,0.40568,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.23333,0.40535,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.25000,0.41750,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.26667,0.40513,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.28333,0.39750,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.30000,0.42281,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.31667,0.39761,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.33333,0.40225,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.35000,0.39087,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.36667,0.37916,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.38333,0.38966,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.40000,0.39507,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.41667,0.40413,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.43333,0.41872,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.45000,0.39750,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.46667,0.38501,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.48333,0.41076,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.50000,0.41121,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.51667,0.42303,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.53333,0.41054,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.55000,0.40822,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.56667,0.40347,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.58333,0.42414,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.60000,0.42159,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.61667,0.41507,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.63333,0.40369,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.65000,0.40612,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.66667,0.38855,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.68333,0.37883,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.70000,0.39120,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.71667,0.38557,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.73333,0.41629,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.75000,0.40380,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.76667,0.41739,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.78333,0.43375,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.80000,0.41496,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.81667,0.43817,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.83333,0.41839,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.85000,0.40999,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.86667,0.40999,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.88333,0.38391,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.90000,0.40535,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.91667,0.38546,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.93333,0.39993,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.95000,0.38634,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.96667,0.39839,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,18.98333,0.39728,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.00000,0.40402,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.01667,0.41695,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.03333,0.42822,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.05000,0.43497,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.06667,0.42248,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.08333,0.42436,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.10000,0.43695,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.11667,0.42281,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.13333,0.42480,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.15000,0.42281,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.16667,0.41784,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.18333,0.43231,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.20000,0.43331,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.21667,0.42402,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.23333,0.41529,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.25000,0.41662,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.26667,0.43485,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.28333,0.43165,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.30000,0.44115,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.31667,0.41762,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.33333,0.43828,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.35000,0.41010,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.36667,0.40723,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.38333,0.44491,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.40000,0.44104,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.41667,0.42491,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.43333,0.43253,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.45000,0.40480,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.46667,0.43253,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.48333,0.43452,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.50000,0.40888,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.51667,0.41662,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.53333,0.42933,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.55000,0.43187,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.56667,0.46027,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.58333,0.43784,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.60000,0.45408,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.61667,0.44602,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.63333,0.45430,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.65000,0.42447,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.66667,0.42292,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.68333,0.41375,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.70000,0.43054,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.71667,0.44513,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.73333,0.45154,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.75000,0.47088,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.76667,0.44447,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.78333,0.44480,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.80000,0.44171,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.81667,0.43209,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.83333,0.44436,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.85000,0.42181,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.86667,0.42303,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.88333,0.42469,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.90000,0.43607,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.91667,0.45033,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.93333,0.43618,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.95000,0.43607,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.96667,0.42988,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,19.98333,0.44668,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.00000,0.44027,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.01667,0.42966,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.03333,0.42325,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.05000,0.39253,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.06667,0.37341,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.08333,0.39176,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.10000,0.40203,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.11667,0.42579,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.13333,0.42535,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.15000,0.41684,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.16667,0.43541,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.18333,0.40491,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.20000,0.42082,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.21667,0.44513,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.23333,0.42292,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.25000,0.42170,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.26667,0.42944,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.28333,0.43110,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.30000,0.42148,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.31667,0.41375,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.33333,0.43706,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.35000,0.42215,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.36667,0.43276,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.38333,0.40756,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.40000,0.42922,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.41667,0.43839,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.43333,0.44447,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.45000,0.43231,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.46667,0.44325,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.48333,0.43441,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.50000,0.42690,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.51667,0.43165,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.53333,0.42480,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.55000,0.41750,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.56667,0.43010,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.58333,0.44314,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.60000,0.44911,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.61667,0.42126,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.63333,0.42380,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.65000,0.43220,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.66667,0.41430,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.68333,0.41739,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.70000,0.43121,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.71667,0.42425,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.73333,0.42325,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.75000,0.44491,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.76667,0.43309,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.78333,0.40656,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.80000,0.42038,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.81667,0.40911,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.83333,0.40933,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.85000,0.41441,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.86667,0.41894,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.88333,0.40082,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.90000,0.41463,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.91667,0.38921,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.93333,0.39452,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.95000,0.38303,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.96667,0.40656,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,20.98333,0.40701,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.00000,0.38513,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.01667,0.34921,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.03333,0.35308,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.05000,0.37385,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.06667,0.38634,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.08333,0.37430,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.10000,0.38811,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.11667,0.36457,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.13333,0.34612,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.15000,0.34833,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.16667,0.37805,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.18333,0.36634,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.20000,0.36092,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.21667,0.32589,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.23333,0.39507,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.25000,0.37584,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.26667,0.37728,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.28333,0.36789,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.30000,0.35009,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.31667,0.37319,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.33333,0.38214,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.35000,0.36545,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.36667,0.38535,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
a,arrival_rate_norm,21.38333,0.38932,,"Azure LLM Inference 2024 conversation + code, the window in dyn60_azure4d.plan.json"
