arm,run,series,minute,value,n_requests,engine_port,attainment_window_s
Llumnix SLO,260831_2346_exp109r1_slot75_shift,inter_token_latency_ms,46.9540,115.9168,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,inter_token_latency_ms,46.9706,103.5659,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,inter_token_latency_ms,46.9873,89.9321,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,35.1250,25.0000,128.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,35.3750,39.0476,105.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,35.6250,100.0000,29.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,35.8750,46.0317,63.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,36.1250,41.5842,101.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,36.3750,56.1404,57.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,36.6250,33.3333,141.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,36.8750,87.5000,40.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,37.1250,91.3043,46.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,37.3750,39.0244,82.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,37.6250,37.1795,78.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,37.8750,43.1579,95.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,38.1250,16.5605,157.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,38.3750,36.5217,115.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,38.6250,33.6538,104.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,38.8750,60.2941,68.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,39.1250,56.6667,60.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,39.3750,53.6232,69.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,39.6250,42.1053,95.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,39.8750,13.3333,150.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,40.1250,18.9655,174.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,40.3750,23.0769,104.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,40.6250,17.8218,101.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,40.8750,21.0526,133.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,41.1250,29.0323,124.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,41.3750,26.1364,88.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,41.6250,73.2673,101.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,41.8750,100.0000,76.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,42.1250,99.0566,106.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,42.3750,75.0000,76.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,42.6250,60.0000,100.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,42.8750,64.6341,82.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,43.1250,41.5094,106.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,43.3750,44.9541,109.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,43.6250,29.6296,135.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,43.8750,51.2821,78.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,44.1250,92.9412,85.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,44.3750,100.0000,94.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,44.6250,100.0000,40.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,44.8750,100.0000,40.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,45.1250,100.0000,83.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,45.3750,100.0000,50.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,45.6250,100.0000,60.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,45.8750,95.0000,80.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,46.1250,54.0000,100.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,46.3750,57.1429,112.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,46.6250,36.4407,118.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,slo_attainment_admitted_pct,46.8750,45.9259,135.0000,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.0040,2014.4612,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.0206,1922.6320,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.0373,2515.1367,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.0540,3404.7613,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.0706,3736.5632,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.0873,3351.3666,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.1040,3669.7232,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.1206,4182.6776,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.1373,4675.8055,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.1540,3778.0005,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.1706,3416.8480,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.1873,3219.7264,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.2040,3031.2825,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.2206,2553.1225,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.2373,2025.0983,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.2540,2463.3529,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.2706,2343.8000,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.2873,2605.0169,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.3040,2084.3031,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.3206,2086.1849,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.3373,1788.6951,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.3540,2843.6313,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.3706,2963.3282,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.3873,3141.4766,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.4040,2090.8628,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.4206,2312.1883,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.4373,2422.3493,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.4540,2815.7188,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.4706,3446.7968,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.4873,3621.3592,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.5040,4337.6506,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.5206,4112.3178,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.5373,4614.8993,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.5540,4304.1053,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.5706,4183.9378,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.5873,3604.9749,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.6040,4044.5793,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.6206,3920.7301,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.6373,3737.5661,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.6540,3150.5502,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.6706,3330.1213,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.6873,2899.7978,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.7040,2808.5081,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.7206,2868.9162,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.7373,3705.4339,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.7540,3811.5498,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.7706,4172.5212,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.7873,4243.1075,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.8040,4772.4969,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.8206,4076.8088,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.8373,2985.2485,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.8540,1846.1156,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.8706,2107.7893,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.8873,2900.3405,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.9040,3571.1945,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.9206,3807.7079,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.9373,3293.2299,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.9540,2966.3059,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.9706,2757.8436,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,35.9873,2753.6461,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.0040,2886.0090,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.0206,2282.0356,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.0373,3330.9255,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.0540,3381.4374,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.0706,3558.0184,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.0873,3022.3911,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.1040,2304.0640,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.1206,2327.6398,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.1373,2368.7326,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.1540,3116.9250,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.1706,2525.3477,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.1873,2107.7127,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.2040,2287.6435,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.2206,3475.6651,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.2373,3372.9177,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.2540,3031.4170,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.2706,2848.0176,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.2873,3368.4351,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.3040,3660.1479,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.3206,3554.7883,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.3373,3736.3128,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.3540,3046.2012,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.3706,2930.5278,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.3873,2811.2514,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.4040,4272.9164,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.4206,4934.9345,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.4373,5162.2848,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.4540,4084.4719,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.4706,3639.0950,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.4873,3451.0123,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.5040,3733.2113,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.5206,3623.5410,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.5373,4131.6910,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.5540,4319.2364,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.5706,3987.2574,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.5873,2946.8905,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.6040,2322.6328,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.6206,2688.0934,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.6373,3343.5963,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.6540,3131.2550,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.6706,2982.1953,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.6873,2920.2968,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.7040,2775.8873,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.7206,2633.0391,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.7373,2075.1261,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.7540,2268.1002,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.7706,2098.9576,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.7873,2699.2369,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.8040,3589.7178,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.8206,3774.2947,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.8373,3789.8681,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.8540,3734.7443,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.8706,4438.6791,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.8873,4592.2012,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.9040,4451.6009,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.9206,4060.7665,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.9373,3220.9066,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.9540,3578.4309,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.9706,3841.5158,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,36.9873,4786.3592,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.0040,4616.6415,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.0206,3521.8220,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.0373,3078.4809,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.0540,2504.1267,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.0706,3260.0026,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.0873,3502.3924,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.1040,3704.9596,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.1206,3262.0629,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.1373,2948.9071,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.1540,2515.6063,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.1706,2242.4208,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.1873,2418.6615,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.2040,3114.8344,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.2206,4326.4571,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.2373,3781.5663,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.2540,3821.8532,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.2706,3575.9687,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.2873,4532.0638,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.3040,4177.2232,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.3206,3168.7727,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.3373,2546.7529,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.3540,2159.5925,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.3706,2648.7821,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.3873,2214.6493,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.4040,2629.3655,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.4206,3041.5531,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.4373,2776.1468,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.4540,3067.9788,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.4706,2763.2218,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.4873,3836.6645,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.5040,3106.4344,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.5206,3239.3900,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.5373,2170.1743,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.5540,2680.1918,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.5706,2586.0399,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.5873,3601.2251,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.6040,3632.2903,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.6206,3375.8223,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.6373,2458.8280,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.6540,2731.4755,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.6706,2515.6988,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.6873,2869.3958,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.7040,2741.2832,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.7206,3405.6637,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.7373,3818.3162,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.7540,3278.9037,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.7706,2981.6821,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.7873,2995.7656,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.8040,3134.4776,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.8206,3160.2079,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.8373,2236.6490,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.8540,1916.8642,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.8706,1665.8732,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.8873,1927.6070,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.9040,2377.8430,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.9206,2528.2480,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.9373,2430.4596,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.9540,2669.7511,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.9706,2408.6823,,8002,15.0000
Llumnix SLO,260831_2346_exp109r1_slot75_shift,tokens_per_s_engine,37.9873,2218.6763,,8002,15.0000
