panel,series,x_minutes,value,n_requests,attainment_window_s,run,engine_port
a,kv_cache_usage_pct,44.63730,56.46277,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.65397,53.04139,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.67064,50.36597,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.68730,50.29550,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.70397,50.45014,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.72064,49.16457,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.73730,48.90966,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.75397,46.29834,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.77064,42.79727,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.78730,41.96933,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.80397,41.44273,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.82064,40.30113,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.83730,39.03733,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.85397,37.19797,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.87064,34.82112,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.88730,33.66204,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.90397,34.80970,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.92064,34.97848,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.93730,32.80119,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.95397,31.51263,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.97064,31.32961,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,44.98730,29.98983,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.00397,28.29614,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.02064,25.56419,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.03730,23.21166,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.05397,25.74449,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.07064,27.87320,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.08730,27.76633,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.10397,27.80891,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.12064,28.22445,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.13730,26.41306,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.15397,26.02427,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.17064,26.75586,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.18730,26.85932,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.20397,27.66781,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.22064,29.61538,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.23730,31.19992,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.25397,32.67905,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.27064,33.12849,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.28730,31.85703,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.30397,31.93328,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.32064,30.86158,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.33730,31.72019,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.35397,32.79491,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.37064,33.27866,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.38730,33.10927,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.40397,32.09813,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.42064,32.70152,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.43730,33.65294,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.45397,32.70548,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.47064,32.89165,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.48730,32.15221,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.50397,31.87683,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.52064,31.20683,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.53730,31.10439,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.55397,31.42620,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.57064,28.52196,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.58730,28.17057,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.60397,28.98709,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.62064,28.83269,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.63730,29.11036,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.65397,29.24154,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.67064,27.97098,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.68730,28.22559,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.70397,29.50090,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.72064,27.55709,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.73730,26.00200,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.75397,26.52237,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.77064,28.88268,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.78730,28.53594,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.80397,28.97933,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.82064,31.15073,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.83730,30.40659,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.85397,29.97643,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.87064,30.53725,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.88730,30.01790,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.90397,30.32687,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.92064,30.70705,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.93730,30.36239,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.95397,31.29614,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.97064,32.04980,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,45.98730,31.18857,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.00397,30.05583,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.02064,29.76378,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.03730,28.91908,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.05397,29.32144,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.07064,29.35100,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.08730,29.21626,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.10397,29.14913,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.12064,29.25644,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.13730,28.97214,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.15397,30.44225,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.17064,31.68180,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.18730,32.44149,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.20397,34.56241,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.22064,36.05588,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.23730,37.92482,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.25397,40.54077,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.27064,41.05130,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.28730,42.19246,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.30397,43.27015,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.32064,43.54611,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.33730,46.00721,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.35397,47.00124,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.37064,47.96144,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.38730,49.71621,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.40397,50.49531,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.42064,51.61146,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.43730,52.38952,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.45397,54.12697,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.47064,55.02389,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.48730,57.57282,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.50397,59.71945,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.52064,61.33674,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.53730,62.26086,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.55397,63.69873,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.57064,65.13236,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.58730,66.82716,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.60397,69.00501,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.62064,69.36170,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.63730,70.06735,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.65397,70.84848,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.67064,71.85469,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.68730,73.37722,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.70397,73.65203,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.72064,75.11935,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.73730,75.90194,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.75397,76.68036,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.77064,78.39142,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.78730,79.32380,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.80397,80.66382,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.82064,81.90117,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.83730,83.17613,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.85397,84.80520,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.87064,86.33000,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.88730,87.85517,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.90397,88.31904,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.92064,89.58732,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.93730,91.39794,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.95397,91.56248,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.97064,93.12364,,,260831_2346_exp109r1_slot75_shift,8002
a,kv_cache_usage_pct,46.98730,95.25386,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.00397,244.68885,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.02064,254.28796,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.03730,263.59866,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.05397,265.00000,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.07064,269.21968,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.08730,276.75090,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.10397,281.37516,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.12064,287.06235,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.13730,284.62536,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.15397,284.84359,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.17064,283.31295,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.18730,280.46965,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.20397,281.68676,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.22064,284.52992,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.23730,292.58916,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.25397,299.90222,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.27064,302.68622,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.28730,311.43045,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.30397,312.15702,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.32064,319.58620,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.33730,326.89991,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.35397,329.68552,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.37064,325.78656,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.38730,329.21311,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.40397,339.26813,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.42064,347.73990,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.43730,348.15758,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.45397,345.47294,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.47064,343.31542,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.48730,338.78890,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.50397,333.78923,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.52064,325.42119,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.53730,319.78986,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.55397,314.79019,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.57064,311.47430,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.58730,307.63267,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.60397,303.63296,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.62064,294.58310,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.63730,287.95026,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.65397,284.47533,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.67064,281.47924,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.68730,278.48015,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.70397,281.35953,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.72064,280.32036,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.73730,272.44229,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.75397,270.16032,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.77064,264.96234,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.78730,257.28365,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.80397,250.96317,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.82064,240.76656,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.83730,236.48200,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.85397,236.00000,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.87064,238.51760,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.88730,233.12608,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.90397,228.64373,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.92064,225.48294,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.93730,216.61044,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.95397,228.42223,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.97064,231.00000,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,35.98730,234.35504,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.00397,232.48392,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.02064,231.16137,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.03730,230.16144,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.05397,220.77664,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.07064,218.16158,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.08730,214.64659,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.10397,218.19144,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.12064,218.16178,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.13730,221.35262,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.15397,222.83809,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.17064,229.70423,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.18730,236.86571,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.20397,234.64844,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.22064,236.51346,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.23730,237.83775,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.25397,243.86380,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.27064,244.16239,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.28730,243.16373,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.30397,239.65618,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.32064,239.00000,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.33730,241.50745,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.35397,245.34298,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.37064,247.67135,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.38730,245.49323,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.40397,245.00000,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.42064,241.65819,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.43730,237.65846,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.45397,234.49405,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.47064,234.00000,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.48730,234.83518,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.50397,231.65956,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.52064,233.50516,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.53730,238.17508,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.55397,233.99028,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.57064,233.83489,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.58730,235.66964,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.60397,241.84305,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.62064,247.17324,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.63730,248.83458,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.65397,247.33097,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.67064,260.35122,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.68730,258.82808,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.70397,263.84002,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.72064,272.50794,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.73730,267.32684,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.75397,266.00000,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.77064,296.02472,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.78730,301.16605,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.80397,294.32891,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.82064,286.32949,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.83730,283.33250,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.85397,279.66527,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.87064,273.16471,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.88730,266.99872,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.90397,263.49956,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.92064,256.33268,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.93730,252.49996,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.95397,252.83327,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.97064,245.50122,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,36.98730,243.16687,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.00397,237.16856,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.02064,231.83490,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.03730,234.33181,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.05397,230.00251,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.07064,234.82998,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.08730,236.83278,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.10397,231.17099,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.12064,230.00000,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.13730,230.00000,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.15397,227.50248,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.17064,227.00000,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.18730,226.16762,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.20397,220.17382,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.22064,216.50868,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.23730,209.35984,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.25397,212.97975,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.27064,210.68046,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.28730,210.00000,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.30397,201.70247,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.32064,200.00000,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.33730,201.65924,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.35397,194.53402,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.37064,200.46539,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.38730,197.02348,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.40397,204.29348,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.42064,200.19509,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.43730,196.51238,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.45397,205.12055,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.47064,207.82907,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.48730,208.82902,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.50397,207.34215,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.52064,210.31539,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.53730,208.51367,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.55397,218.77314,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.57064,218.51409,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.58730,217.17144,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.60397,217.82849,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.62064,220.48528,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.63730,223.48509,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.65397,225.65311,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.67064,220.21716,,,260831_2346_exp109r1_slot75_shift,8002
a,running_batch_requests,37.68730,220.65211,,,260831_2346_exp109r1_slot75_shift,8002
