panel,series,x_hours,value,x_minutes,n_requests,attainment_window_s,panel_bc_run,panel_bc_engine_port
a,arrival_rate_norm,15.06667,0.51531,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.08333,0.52680,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.10000,0.54238,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.11667,0.51332,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.13333,0.52326,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.15000,0.52271,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.16667,0.53862,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.18333,0.53089,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.20000,0.52227,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.21667,0.52315,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.23333,0.51398,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.25000,0.48624,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.26667,0.48657,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.28333,0.52492,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.30000,0.51796,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.31667,0.52713,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.33333,0.50238,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.35000,0.48469,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.36667,0.49762,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.38333,0.52249,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.40000,0.51044,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.41667,0.53033,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.43333,0.54912,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.45000,0.48016,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.46667,0.48193,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.48333,0.50127,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.50000,0.48834,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.51667,0.52812,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.53333,0.52625,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.55000,0.46469,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.56667,0.44414,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.58333,0.49000,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.60000,0.46193,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.61667,0.46547,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.63333,0.45331,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.65000,0.44071,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.66667,0.43916,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.68333,0.44856,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.70000,0.42712,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.71667,0.42447,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.73333,0.43651,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.75000,0.45850,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.76667,0.45033,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.78333,0.46226,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.80000,0.46967,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.81667,0.46624,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.83333,0.48469,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.85000,0.44336,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.86667,0.47232,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.88333,0.47221,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.90000,0.45165,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.91667,0.44679,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.93333,0.44491,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.95000,0.45651,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.96667,0.45685,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,15.98333,0.42060,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.00000,0.43839,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.01667,0.44491,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.03333,0.41596,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.05000,0.44557,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.06667,0.42436,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.08333,0.40148,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.10000,0.45983,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.11667,0.42557,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.13333,0.43132,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.15000,0.43618,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.16667,0.40789,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.18333,0.43695,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.20000,0.45839,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.21667,0.45110,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.23333,0.42292,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.25000,0.38844,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.26667,0.39198,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.28333,0.42314,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.30000,0.41949,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.31667,0.34998,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.33333,0.38225,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.35000,0.38966,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.36667,0.40557,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.38333,0.32512,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.40000,0.35893,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.41667,0.36236,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.43333,0.38325,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.45000,0.39971,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.46667,0.39341,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.48333,0.37330,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.50000,0.38811,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.51667,0.40988,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.53333,0.39562,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.55000,0.40248,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.56667,0.37485,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.58333,0.42038,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.60000,0.40623,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.61667,0.40645,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.63333,0.40413,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.65000,0.34589,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.66667,0.37032,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.68333,0.39397,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.70000,0.38325,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.71667,0.38115,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.73333,0.36656,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.75000,0.36711,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.76667,0.40723,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.78333,0.40314,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.80000,0.38557,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.81667,0.36081,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.83333,0.39441,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.85000,0.42358,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.86667,0.38546,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.88333,0.40811,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.90000,0.37982,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.91667,0.43253,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.93333,0.37982,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.95000,0.39264,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.96667,0.40734,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,16.98333,0.36214,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.00000,0.35927,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.01667,0.35606,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.03333,0.37827,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.05000,0.35562,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.06667,0.34766,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.08333,0.34037,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.10000,0.34678,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.11667,0.38866,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.13333,0.35949,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.15000,0.35529,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.16667,0.38170,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.18333,0.36689,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.20000,0.34733,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.21667,0.34678,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.23333,0.33109,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.25000,0.37684,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.26667,0.38910,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.28333,0.39209,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.30000,0.41065,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.31667,0.35827,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.33333,0.38280,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.35000,0.37308,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.36667,0.37849,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.38333,0.37518,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.40000,0.32711,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.41667,0.36313,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.43333,0.38844,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.45000,0.35297,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.46667,0.35142,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.48333,0.36015,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.50000,0.36888,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.51667,0.36557,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.53333,0.38590,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.55000,0.37916,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.56667,0.38424,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.58333,0.36126,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.60000,0.35031,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.61667,0.35219,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.63333,0.34247,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.65000,0.34512,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.66667,0.34888,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.68333,0.36092,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.70000,0.37584,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.71667,0.38192,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.73333,0.32269,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.75000,0.40413,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.76667,0.39960,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.78333,0.37916,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.80000,0.37330,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.81667,0.37684,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.83333,0.39839,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.85000,0.41430,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.86667,0.39629,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.88333,0.41132,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.90000,0.40446,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.91667,0.39596,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.93333,0.36468,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.95000,0.40590,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.96667,0.39165,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,17.98333,0.38225,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.00000,0.38966,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.01667,0.39783,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.03333,0.40579,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.05000,0.41419,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.06667,0.39662,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.08333,0.38402,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.10000,0.39408,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.11667,0.40911,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.13333,0.38280,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.15000,0.37695,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.16667,0.38723,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.18333,0.39817,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.20000,0.39098,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.21667,0.40568,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.23333,0.40535,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.25000,0.41750,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.26667,0.40513,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.28333,0.39750,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.30000,0.42281,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.31667,0.39761,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.33333,0.40225,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.35000,0.39087,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.36667,0.37916,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.38333,0.38966,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.40000,0.39507,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.41667,0.40413,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.43333,0.41872,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.45000,0.39750,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.46667,0.38501,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.48333,0.41076,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.50000,0.41121,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.51667,0.42303,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.53333,0.41054,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.55000,0.40822,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.56667,0.40347,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.58333,0.42414,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.60000,0.42159,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.61667,0.41507,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.63333,0.40369,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.65000,0.40612,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.66667,0.38855,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.68333,0.37883,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.70000,0.39120,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.71667,0.38557,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.73333,0.41629,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.75000,0.40380,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.76667,0.41739,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.78333,0.43375,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.80000,0.41496,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.81667,0.43817,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.83333,0.41839,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.85000,0.40999,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.86667,0.40999,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.88333,0.38391,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.90000,0.40535,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.91667,0.38546,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.93333,0.39993,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.95000,0.38634,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.96667,0.39839,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,18.98333,0.39728,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.00000,0.40402,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.01667,0.41695,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.03333,0.42822,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.05000,0.43497,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.06667,0.42248,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.08333,0.42436,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.10000,0.43695,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.11667,0.42281,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.13333,0.42480,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.15000,0.42281,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.16667,0.41784,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.18333,0.43231,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.20000,0.43331,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.21667,0.42402,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.23333,0.41529,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.25000,0.41662,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.26667,0.43485,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.28333,0.43165,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.30000,0.44115,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.31667,0.41762,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.33333,0.43828,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.35000,0.41010,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.36667,0.40723,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.38333,0.44491,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.40000,0.44104,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.41667,0.42491,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.43333,0.43253,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.45000,0.40480,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.46667,0.43253,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.48333,0.43452,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.50000,0.40888,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.51667,0.41662,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.53333,0.42933,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.55000,0.43187,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.56667,0.46027,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.58333,0.43784,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.60000,0.45408,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.61667,0.44602,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.63333,0.45430,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.65000,0.42447,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.66667,0.42292,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.68333,0.41375,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.70000,0.43054,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.71667,0.44513,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.73333,0.45154,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.75000,0.47088,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.76667,0.44447,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.78333,0.44480,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.80000,0.44171,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.81667,0.43209,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.83333,0.44436,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.85000,0.42181,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.86667,0.42303,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.88333,0.42469,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.90000,0.43607,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.91667,0.45033,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.93333,0.43618,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.95000,0.43607,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.96667,0.42988,,,,260831_2346_exp109r1_slot75_shift,8002
a,arrival_rate_norm,19.98333,0.44668,,,,260831_2346_exp109r1_slot75_shift,8002
